,text,label
1222,who claims to have the greatest show on earth,4
1223,when was the last major eruption of mount st helens,8
1224,what is a bone marrow transplant,7
1225,what is the origin of the word jj,12
1226,what city houses the us headquarters of procter and gamble,22
1227,who wrote unsafe at any speed,4
1228,what is the best selling computer model ever,27
1229,who invented the wonderbra,4
1230,what drug is often used to treat aids patients,24
1231,what is the purpose of a car bra,9
1232,where can i find a website that gives comparisons of good prices,16
1233,what task does the bouvier breed of dog perform,6
1234,what do penguins eat,18
1235,how much snow equals an inch of rain,13
1236,what record company was formed by herb alpert and jerry moss,5
1237,what are the names of all the us navy aircraft carriers,47
1238,who was international olympic committee chairman at the 1936 summer games,4
1239,what is ray bradbury s illustrated man illustrated with,14
1240,what state has the most indians,11
1241,what is the last name of lucy and linus from the peanut s comic strip,4
1242,how much did manchester united spend on players in 1993,26
1243,what are the various ways in which one can measure it user satisfaction level,32
1244,what is the medical term for cancer of the blood,24
1245,what was the first sam spade novel,1
1246,what does elysium mean,7
1247,where was the first restaurant,16
1248,what do bicornate animals have two of,14
1249,who is known as the world s oldest teenager,4
1250,what is website of the international court of justice,16
1251,how many different vegetation zones are there,13
1252,how many calories are there in a big mac,13
1253,what is the smallest country in africa,19
1254,who invented the fountain,4
1255,whose first presidential order was let us get this goddamn thing airborne,4
1256,the film jaws was made in what year,8
1257,where is natchitoches louisiana,16
1258,who played the original charlie s angels,4
1259,where is the human skin least sensitive,23
1260,where does the song anything goes take place,16
1261,what famed strip of land is a 15minute boat trip across the venetian lagoon from venice,16
1262,where did the maya people live,16
1263,what are the statistics for drunken drivers in maryland,37
1264,who is the current prime minister and president of russia,4
1265,name the fast food chain with the golden arches,5
1266,what does esapekka salonen look like,12
1267,what indoor sport saw the phoenix inferno become the phoenix pride on july 14 1983 when the temperature hit 111 degrees,30
1268,what was the name of randy steven craft s lawyer,4
1269,what are the names of jacques cousteau s two sons,4
1270,what is the fastestgrowing comic strip of all time,1
1271,how many sonnets did shakespeare write,13
1272,what is another name for nearsightedness,21
1273,why does a woman have to be a virgin to be a nun,9
1274,what was the first tv set to include a remote control,14
1275,what are the top boy names in the us,4
1276,what country has problems with hooligans,19
1277,what was the us highway death toll in 1969,13
1278,who is the leader of brunei,4
1279,who would you use the heimlich maneuver on,4
1280,what is the origin of the term soda jerk,12
1281,what cooking oil has corn goodness,18
1282,what is measured in curies,7
1283,how many liberty bells have there been,13
1284,what company sells the most greeting cards,5
1285,who was the democratic nominee in the american presidential election,4
1286,what season is the setting for shakespeare s midsummer night s dream,8
1287,what plant has the largest seed,31
1288,who is samuel f pickering,34
1289,who are the nomadic hunting and gathering tribe of the kalahari desert in africa,5
1290,who is the fastest swimmer in the world,4
1291,what is the world s longest suspension bridge,16
1292,what is the wingspan of a condor,43
1293,what facial feature typically contains about 55 hairs,12
1294,what is the brand name of the chemical daminozide,27
1295,what are liver enzymes,7
1296,how many electoral college votes does colorado have,13
1297,when was the women s suffrage amendment ratified,8
1298,what female suspect in the game of clue is single,4
1299,the iraqis launched their attack on kuwait on what day,8
1300,what european country boasts the city of furth found where the rivers rednitz and pegnitz converge,19
1301,what is the weight of air,48
1302,what us president had brothersinlaw in the confederate army,4
1303,what does the name justin mean,7
1304,what vowel do all esperanto nouns end in,15
1305,what film ends with the line this is mrs norman maine,1
1306,what cherokee indian gave his name to a tree,4
1307,what cbs soap opera was interrupted by the bulletin of john f kennedy s assassination,1
1308,what do the japanese call japan,21
1309,what was the man s name who was killed in a duel with aaron burr,4
1310,how many horses are there on a polo team,13
1311,how much stronger is the new vitreous carbon material invented by the tokyo institute of technology compared with the material made from cellulose,13
1312,in what religion was isis the nature goddess,17
1313,what does an average daycare provider get paid in new england,26
1314,name the on stage character whose face was never seen,4
1315,what are the 10 plagues of egypt,24
1316,who headed hitler s infamous gestapo,4
1317,what is the regular price,26
1318,who created dennis the menace,4
1319,what is japan s largest car manufacturer,5
1320,what does nasa stand for,3
1321,what group starred in the movie rock around the clock,5
1322,what was another name for east germany,21
1323,how old is bernadette peters,28
1324,what does antidisestablishmentarianism mean,7
1325,what is a serigraph,7
1326,what actor has a tattoo on his right wrist reading scotland forever,4
1327,what is a male witch called,21
1328,who did the seven mules block for,4
1329,how many russians have landed on the moon,13
1330,what sport is chris jogis a top player of,30
1331,how many elephants are left on earth,13
1332,what is the origin of the peace symbol,12
1333,how do i increase my biceps size,0
1334,who invented the road traffic cone,4
1335,what caused the division between the anglicans and the vatican,9
1336,where is the massive north korean nuclear complex located,16
1337,what is the claim to fame of night watchman frank wills,9
1338,what is the highest roman numeral,7
1339,what don mclean song laments the day buddy holly died,1
1340,why is microsoft s windows 3 software so successful,9
1341,how many miles of corridors are in the pentagon,13
1342,who was darth vader s son,4
1343,how many people are there in the world,13
1344,how do i find out the exact time of a sunset for a particular day,0
1345,what american poet wrote good fences make good neighbors,4
1346,how do i know someone is truly in love with me,0
1347,what were the three prophecies the witches make to macbeth,12
1348,what foods contain vitamin b12,18
1349,what book is subtitled the preservation of favoured races in the struggle for life,1
1350,what language is mostly spoken in brazil,40
1351,what us state borders illinois to the north,11
1352,what is the capital of monaco,22
1353,why is poop sometimes different colors,9
1354,how much is a canadian 1967 twenty dollar gold coin worth,26
1355,what year did charles dicken die,8
1356,what sea is bombay on,16
1357,what is capitalism according to max weber,7
1358,what is a handheld pc,7
1359,what two countries in south america are landlocked,19
1360,who was lacan,34
1361,how long was the oj simpson trial,28
1362,what do you call a group of geese,2
1363,who invented the pulltab opener on cans,4
1364,what does knight ridder publish,1
1365,how many marx brothers were there,13
1366,how much in miles is a ten k run,13
1367,what state has the longest great lakes shoreline,11
1368,what famous soldier was born in europe died in asia and was laid to rest in africa,4
1369,how long does a human live,28
1370,what is an easy way to count the approximate number of fish in a lake,32
1371,what steps can be taken to prevent diabetes,12
1372,what animal has killed the most people,2
1373,what is the claim to fame of agra india,9
1374,what product s ads claim that it eliminates odors kills household germs mold and mildew,27
1375,why do they call it a funny bone,9
1376,when was cigarette advertising banned on television and radio,8
1377,where do the adventures of the swiss family robinson take place,16
1378,what was the living room war,7
1379,what fool is not so wise to lose an oath to win a paradise,4
1380,what is another name for aspartame,21
1381,what presidential administration challenged americans to explore the new frontier,5
1382,what time of year do most people fly,8
1383,what animal occurs in spielberg s jaws,2
1384,how much did varian associates try to sell its vacuum products division to the boc group for,26
1385,what is the capital of iowa,22
1386,how old is singer freedy johnston,28
1387,what did jimmy stewart invent,14
1388,what is the nearest star to earth,16
1389,what are the signs of a country going into a recession,45
1390,what household products are there for adult acne,27
1391,what are some good fractal web sites,16
1392,what playing card symbolizes death,45
1393,what was originally defined as one 1millionth of the distance from the equator to the pole,21
1394,what body of water does the yukon river empty into,16
1395,what did the yalta conference lead to,14
1396,how many equal sides are there on a scalene triangle,13
1397,when was the triangle shirtwaist fire,8
1398,how many people visit the pope each month,13
1399,name the french historical period during the reign of napoleon iii,10
1400,where on the internet can i find information on laundry detergent,16
1401,what was the name of betty boop s dog,2
1402,how much did a mcdonald s hamburger cost in 1963,26
1403,what river is windsor castle on,16
1404,who won the first world series,4
1405,who is dear abby,34
1406,how long did it take stanley to find livingstone,28
1407,how many states have a lottery,13
1408,what wild and crazy guy wrote a book called cruel shoes,4
1409,what is the population of japan,37
1410,what major airline has the best safety record in the world,5
1411,what do the names neil mary and anthony mean,7
1412,what nationality was jackson pollock,19
1413,what european country is home to the beerproducing city of budweis,19
1414,why was washington dc originally called district of columbia,9
1415,what is the origin of the candy cane at christmas,12
1416,what was queen victoria s title regarding india,6
1417,who plays the cop in the movie kindergarten cop,4
1418,what was introduced commercially by bayer ag of leverkusen in 1899,14
1419,colin powell is most famous for what,9
1420,which city in canada is the leastpopulated,22
1421,what is the airport code for los angeles international,42
1422,how many people own pets,13
1423,who was jean nicolet,34
1424,name the islamic counterpart to the red cross,21
1425,what comedienne calls her sisterinlaw captain bligh and her motherinlaw moby dick,4
1426,what are manifest and latent function theories,7
1427,what do west indian steel bands use as instruments,35
1428,who is won the most oscars for costume design,4
1429,how did jayne mansfield die,0
1430,how would someone go about becoming an organ donor,0
1431,what happened to pompeii,12
1432,when was the brandenburg gate in berlin built,8
1433,what letter appears on the coldwater tap in spain,15
1434,what are those little blue reflectors in the middle of the road for,9
1435,how large is missouri s population,37
1436,whose kidnaping was termed the crime of the century,4
1437,which comic strip was never turned into a broadway musical,1
1438,how do you look up criminal records on the internet,0
1439,how much folic acid should a pregnant woman get each day,13
1440,what happened in the long march,12
1441,how did the tradition of best man start,0
1442,what plants are found in an estuary,31
1443,how do i get my lan card activated so that it can hook up to another computer without using a hub,0
1444,what country does ileana cotrubas come from,19
1445,what kind of organization is last chance for animals,5
1446,how does a chick breathe inside an egg,0
1447,who was the first black woman to star in the folies bergeres,4
1448,how do you say i love you in other languages,21
1449,who was the lawyer who represented randy steven craft,4
1450,where is microsoft s corporate headquarters located,16
1451,what was the name of the 1899 policy forced on china by which all nations had equal trading rights,14
1452,who played humpty dumpty in the 1933 film alice in wonderland,4
1453,what nazi leader killed himself in jail just before he was to be executed as a war criminal,4
1454,what is the origin of boxing day,12
1455,when did the jurassic period end,8
1456,what is a borrow pit,7
1457,what was the bridge of san luis rey made of,29
1458,what is the closest g2 spectrum yellow dwarf to earth,16
1459,how do i email someone at aolcom from yahoocom,0
1460,what scale measures earthquakes,14
1461,what is the alltime stock high of apple computer and where can i find this information,37
1462,what is the origin of the word assassinate,12
1463,how do fuel injectors work,0
1464,what is the only modern language that capitalizes its singular firstperson pronoun,40
1465,which medium is hamblen the first singing cowboy in,1
1466,what is pm an abbreviation for as in 5 pm,3
1467,in which year was the cartoon character chilly willy created,8
1468,what lake is sheboygan on,16
1469,what organization did mr waverly assign agents for,5
1470,what are the alveoli,7
1471,what do hank aaron jimmy stewart and howard k smith have in common,12
1472,what was the name of the us helicopter pilot shot down over north korea,4
1473,what building appropriately enough is depicted on the back of the 1dollar bill,16
1474,what stephen sondheim ballad ends well maybe next year,1
1475,what is the singular of dice,39
1476,what baseball player was known as charley hustle,4
1477,how many neurons are in the human brain,13
1478,how do i know how much money to save for retirement,0
1479,how many small businesses are there in the united states,13
1480,when was the first wall street journal published,8
1481,what california bridge was don brown the first to cross on may 27 1937,16
1482,how many eyes does a coconut have,13
1483,which city has the oldest relationship as a sistercity with los angeles,22
1484,what killed bob marley,14
1485,what is the score of a forfeited baseball game,37
1486,how do you ask questions,0
1487,how long does it take to hike the entire appalachian trail,28
1488,which thrilled taste buds first snickers or 3 musketeers,18
1489,what is the seafaring name for the southern tip of south america,16
1490,why are sometimes your hands cold but the rest of you is not,9
1491,what astronomerarchitect designed the present st paul s cathedral in london,4
1492,how many movies has drew barrymore been in,13
1493,who played the title role in i was a teenage werewolf,4
1494,what is the difference and advantages of selecting a super vhs vcr over plain vhs model,12
1495,what is the most widely cultivated plant,31
1496,what does the peugeot company manufacture,27
1497,what movie did steven spielberg direct in 1975,1
1498,what is the amount of money owed for illegally having a dog on a beach,26
1499,what is the difference between a bachelor and a 1 bedroom apartment,12
1500,name an art gallery in new york,16
1501,what las vegas hotel burned in november 1980 with the loss of 84 lives,16
1502,how deep is a fathom,43
1503,what corporation does madonna advertise for,5
1504,what is a fear of clouds,24
1505,at what age did rossini stop writing opera,28
1506,how many url extensions are there and what are they,13
1507,how do you handle a hungry man,0
1508,what is the name of the song that dracula plays on the organ,1
1509,what is the telephone number for the university of kentucky,42
1510,what city does mccarren airport serve,22
1511,what william styron book is about a black preacher who leads a slave revolt,1
1512,how many people hike,13
1513,where do people mountain climb in nepal,25
1514,how far is it from phoenix to blythe,43
1515,how fast does the fastest car go,38
1516,who was bonnie blue butler s father,4
1517,how do you address a chinese person,0
1518,who is barbara jordan,34
1519,how many children does ray davies of the kinks have,13
1520,who was israel s first prime minister,4
1521,what sport do you shag flies in,30
1522,in what year was actress joan collins born,8
1523,what do you get by adding lactobacillus bulgaricus to milk,18
1524,which continent has the most roses,16
1525,what name did football s new york titans adopt in 1963,5
1526,what is mrs bridges s job on tv s upstairs downstairs,6
1527,what disease does katharine hepburn have that makes her voice shake,24
1528,what are the urals,7
1529,name alvin s brothers,4
1530,what was the name of the daughter of the virginia chief powhatan that married john rolfe,4
1531,names of books by james a michener set in the following locations,1
1532,where was christopher columbus born,16
1533,what is osteichthyes,7
1534,how many web servers are there,13
1535,what 1942 espionage movie reunited director john huston with maltese falconers humphrey bogart mary astor and sidney greenstreet,1
1536,who were the filthiest people alive,4
1537,when was the nfl established,8
1538,what tv series saw many of its aquatic scenes shot at silver springs florida,1
1539,when did thatcher become prime minister,8
1540,why is rush s 2112 called 2112,9
1541,what country other than germany invaded poland in september 1939,19
1542,what is a meerkat,7
1543,who won the 1968 california democratic primary,4
1544,who is the only prime minister of canada to serve 22 years but not necessarily consecutively,4
1545,who tramped through florida looking for the fountain of youth,4
1546,what year did nylon stockings first go on sale,8
1547,what are the five basic swimming strokes,32
1548,what flag flies over wake island,14
1549,what was the sequel to the moon s balloon,1
1550,where was george washington born,16
1551,what is nicholas cage s occupation,6
1552,what hollywood dog died in the arms of jean harlow in 1932,2
1553,which german president was pressured into appointing hitler chancellor in 1933,4
1554,what is limbo,7
1555,how do plants make food,0
1556,how do i change a file from an art file to a jpeg or bitmap file,0
1557,what fuel do airplanes use,29
1558,what two countries is andorra nestled between,19
1559,what is the name of david letterman s dog,2
1560,what is the brand name of a chemical used to control ripening,27
1561,in what year did they build the berlin wall,8
1562,what does caliente translate to in english,21
1563,what was john f kennedy s 1960 campaign song,1
1564,what city is kdge radio located in,22
1565,what tv detective did craig stevens play,4
1566,which infectious disease kills the most people worldwide,24
1567,how many teats does a female goat sport,13
1568,whose acceptance speech of more than 3 minutes prompted a time limit on academy award thankyous,4
1569,what year did montana become a state,8
1570,what state is the filenes store located in,11
1571,where in the bible does it tell about jesus christ s brothers and sisters,16
1572,when did beethoven die,8
1573,how many visitors go to the vatican each year,13
1574,where is procter gamble based in the us,16
1575,what is the longest chemical name consisting of 35 letters,14
1576,what drink contains as many types of rum as possible,18
1577,what is the most common noncontagious disease in the world,24
1578,what british tv series inspired all in the family,1
1579,what is the difference between carelessness and carefreeness,12
1580,who portrayed renaud in casablanca,4
1581,what book was f scott fitzgerald working on when he died in hollywood in 194,1
1582,what is the origin of thank you notes,12
1583,how many fig newtons are there to the pound,13
1584,how many oceans are there and name them,13
1585,what is the quickest and easiest way to get nail polish out of clothes,32
1586,how can people from ireland come to the us work and then return to ireland,0
1587,who declared i think i will go out and milk the elk,4
1588,what sport can a freelegged pacer compete in,30
1589,in a computer what does scsi mean,3
1590,why is microsoft s windows 3 such a successful computer program,9
1591,where did indian pudding come from,12
1592,what are vermicilli rigati zitoni and tubetti,7
1593,what shakespeare play opens with the line now is the winter of our discontent,1
1594,how many rows of sprocket holes does a roll of 35millimeter film have,13
1595,how many wives did brigham young have,13
1596,how was the element calcium named,0
1597,where is webster university,16
1598,what was the name of aristotle onassis s yacht,47
1599,what chapter of gone with the wind has rhett butler leaving scarlett o hara,46
1600,what new york city landmark has 168 steps to its crown,16
1601,what role do fruits play in the survival of plants,4
1602,in what city is the headquarters of sinn fein,22
1603,what does melissa mean,7
1604,what mountain range marks the border of france and spain,25
1605,what year was the first automobile manufactured,8
1606,what does las vegas mean,7
1607,what is the common name for acetylsalicylic acid,21
1608,what was the name of the horse that fell on queen elizabeth prince albert s wife,2
1609,what country is kosovo a part of,19
1610,which of the following famous people does not paint as a hobby,4
1611,what is worth seeing in reims,16
1612,how long after intercourse does it take to find out if you are pregnant,28
1613,what athlete makes the most money from sports merchandise sales,4
1614,why did several san diego schools remove apples from students menus,9
1615,what country has declared onefifth of its territory offlimits to russians,19
1616,what country are you in if you woo in the wu dialect,19
1617,what is the approximate weight of a teaspoon of matter in a black hole,48
1618,what is the origin of the word tampon,12
1619,name dick tracy s two children,4
1620,what female faith healer wrote the inspirational book i believe in miracles,4
1621,what kind of sports did they play in the years 16421649 the english civil war time,30
1622,how many hours of work does it take a typist to complete a 100page screenplay,13
1623,where is the loop,16
1624,how can someone become a federal agent,0
1625,how tall is the matterhorn,43
1626,what are the three most successful companies of our time,5
1627,who created the comic strip garfield,4
1628,when was the first steel mill in the united states built,8
1629,how do wasps make their nests,0
1630,what is a fear of childbirth,24
1631,what are the first and last letters of the greek alphabet,15
1632,what is the name of the country which hitler ruled,19
1633,what is the term that describes a word where only one usage has been recorded in all literature,21
1634,who won the nobel peace prize in 1991,4
1635,what is the average hours per months spent online by aol users,13
1636,what is the real name of disc jockey wolfman jack,4
1637,what are the residents of the island of lesbos called,5
1638,how many countries are there,13
1639,what was the species of winnie the pooh,2
1640,what is the history of yoyos,12
1641,where is guam,16
1642,where can i find a picture of a blue meanie,16
1643,who wrote much ado about nothing,4
1644,what excuse did the nato people give for hitting the chinese embassy,12
1645,what 1966 boob tube bomb took astronauts back to prehistoric times,1
1646,give a reason for american indians oftentimes dropping out of school,9
1647,what is the term for a young fox,21
1648,what soap was touted as being for people who like people,27
1649,when was the first successful heart transplant for a human,8
1650,when was richard nixon born,8
1651,what information can you tell me about actor james cromwell,34
1652,what is martin luther king jr s real birthday,8
1653,who made the most appearances in the center square on hollywood squares,4
1654,how many cables support the main span of the golden gate bridge,13
1655,what was the first readytoeat breakfast cereal,18
1656,who was named admiral of the ocean seas and viceroy and governor general of all the islands he might discover and also granted 10 of all profits of his voyage,4
1657,what is olestra,7
1658,what is the recipe for eggs benedict,18
1659,who were the 1974 oscar winners,4
1660,what nation boarders mozambique,19
1661,what is pandoro,7
1662,why does a candle need a wick,9
1663,what spanish artist painted crucifixion,4
1664,what is the meaning of caliente in english,7
1665,what was the name of the first watergate special prosecutor later fired by nixon,4
1666,what is magnetar,7
1667,what country is home to heineken beer,19
1668,what is the only work by michelangelo that bears his signature,1
1669,who won world war ii,4
1670,how many people lived in nebraska in the mid 1900s,13
1671,what did a 16thcentury aztec athlete get for putting a rubber ball through a ring,14
1672,what was the monster in spielberg s film jaws,2
1673,what was the importance of magellan,12
1674,where is basque country located,16
1675,italy is the largest producer of what,27
1676,when did cnn go on the air,8
1677,what is the largest and most expensive freeway construction project in the us right now,16
1678,who invented the process to make condensed milk,4
1679,what format was the major competition of vhs,14
1680,on which dates does the running of the bulls occur in pamplona spain,8
1681,what is the islamic equivalent of the red cross,21
1682,what indian tribe is f troop perpetually doing battle with,5
1683,where are 8 of the 10 highest mountains in the world,16
1684,what is the nature of snow and how is the formation of snow different from that of ice,12
1685,what is a person called that likes fire,4
1686,who was the lyricist and who was the composer between gilbert and sullivan,4
1687,when was the hoover dam constructed,8
1688,what is the halflife of p32,7
1689,what are boxcars,7
1690,what does choo choo charlie say,12
1691,where is the valley of the kings,16
1692,who won the 1967 academy award for best actor,4
1693,where is ocho rios,16
1694,what caribbean island is northeast of trinidad,16
1695,how does the elongated man know a mystery is afoot,0
1696,what are the ages in comic book lingo,10
1697,who invented the electric guitar,4
1698,what city is served by logan international airport,22
1699,where did george of the jungle live,16
1700,where is the largest dam in the world,16
1701,what is a pig in a poke,7
1702,where can i find a lesson plan for teaching the metric system conversion to american standard,16
1703,what international sport was originally called hurley,30
1704,how can i stop or slow down aging,0
1705,where is the thomas edison museum,16
1706,where were the 196 summer olympics held,16
1707,what is goldfinger s first name,4
1708,where can i find the schematics to the windshield wiper mechanism,16
1709,who served as inspiration for the schoolteacher portrayed by robin williams in dead poets society,4
1710,what is fiber in food,7
1711,where can stocks be traded online,16
1712,how can i look up someone s email address on the internet,0
1713,what king is satirized in the line the king was in the countinghouse counting all his money,4
1714,what character narrates treasure island,4
1715,what is celebrated during the week of february 2127,10
1716,who was the inventor of silly putty,4
1717,what city is sometimes called gotham,22
1718,who was the girl in peter sellers s soup,4
1719,how much of the earth s surface is permanently frozen,13
1720,what was the name of robert fulton s most famous steamboat,47
1721,what is a fear of children,24
1722,who were the only two bald us presidents,4
1723,who invented basketball,4
1724,what is the secondmostused murder weapon in the us,14
1725,what president also became a supreme court justice,4
1726,what is the formula to calculate pi,32
1727,how do you clean an lcd monitor screen,0
1728,what caribbean island is sometimes called little england,16
1729,what is a golf ball made of,29
1730,what was american folk hero john chapman s nickname,4
1731,what type of performer is ileana cotrubas,14
1732,who followed caesar,4
1733,in the past 8 years who have the mvp players for the nhl been,4
1734,what dickens novel has david carrying the message barkis is willin to peggy,1
1735,who portrayed maggio in the film from here to eternity,4
1736,who played the ringo kid in the 1939 film stagecoach,4
1737,when did french revolutionaries storm the bastille,8
1738,what is the name of the 1919 occurrence in which british troops killed over 3 unarmed indian protestors,10
1739,what interesting method was used to run the credits in the early popeye cartoons,32
1740,what molecules include fluorine sodium and magnesium,29
1741,when did the original howdy doody show go off the air,8
1742,what european race sees the winner of its mountain stage awarded a jersey with large red polka dots,30
1743,what river is pocahontas buried along,16
1744,what is answerscom s address,16
1745,what is humidity,7
1746,what does hazmat stand for,7
1747,how successful is arometherapy,0
1748,what is the origin of beauty is in the eye of the beholder,12
1749,who portrayed sherlock holmes in 14 films between 1939 and 1946,4
1750,name the soft drink that is number one in the sun,18
1751,what do you call a date that contains sequencing numbers like 9898,21
1752,when was christ born,8
1753,how many elevators do you ride to reach the top floor of the empire state building,13
1754,how can you get rust stains out of clothing,0
1755,what is the use of a 24hour clock instead of a 12hour clock,12
1756,what is your favorite color,20
1757,what will the california gas tax be in the year 2000,26
1758,when did the american civil war end,8
1759,what are shooting stars,7
1760,what is the difference between a board of directors and an advisory board,12
1761,what tv series changed the names to protect the innocent,1
1762,who developed the first polio vaccine,4
1763,what animals do you find in the stock market,2
1764,what day of the week sees the most fatal car accidents,8
1765,what is a cartesian diver,7
1766,what us city is the queen of the pacific,22
1767,name a sioux language,40
1768,what is the name of the rare neurological disease with symptoms such as involuntary movements tics swearing and incoherent vocalizations grunts shouts etc,24
1769,what is a fear of cholera,24
1770,what does the e stand for in the equation emc2,3
1771,on what continent is mozambique,16
1772,what new middle school was built in philadelphia pennsylvania last year,5
1773,what did the congress of vienna establish,14
1774,approximately how many students are enrolled at the university of massachusetts,13
1775,what city is near the mouth of the amazon,22
1776,how do i install a tile floor,0
1777,what credit card features a centurion on its face,14
1778,what is a dangling participle,7
1779,what sport does chris jogis play,30
1780,what is the washed vodka,7
1781,how many people on the ground were killed from the bombing of pan am flight 103 over lockerbie scotland december 21 cd,13
1782,in what country is lund,19
1783,what were the names of the three ships used by columbus,47
1784,what national league baseball team employed 72 third baseemen in its first 2 seasons,5
1785,what fruit does the ficus produce,18
1786,who portrayed rosanne rosannadana on the television show saturday night live,4
1787,what is compaq s mission statement,12
1788,what robert louis stevenson novel was inspired by deacon william brodie a cabinetmaker by day and burglar by night,1
1789,what fivetime winner of the kentucky derby lost his first 25 races,2
1790,how much of the silver production is manufactured by independent silversmiths,13
1791,what is the fear of frogs,24
1792,how many continents are there,13
1793,what was thatcher s approval rating after 10 years in power,41
1794,what school does tom attend in tom brown s school days,5
1795,how does psorisis disappear,0
1796,what was the largest city in the world to declare martial law in 1989,22
1797,what square is the geographical center of london,16
1798,how much money are dumbo s ears insured for,26
1799,what generation am i in,14
1800,how many people in the usa say their number one source of information is the newspaper,13
1801,what is the temperature for baking peachy oat muffins,44
1802,when was berlin s brandenburg gate erected,8
1803,what makes hamburgers taste like steakburgers,9
1804,what tv character said one of these days alice pow right in the kisser,4
1805,what are the world s four oceans,16
1806,who are the challengers of the unknown,5
1807,what does cameraready art mean,7
1808,what is the traditional drink at the kentucky derby,18
1809,what is the name of the highest mountain in africa,25
1810,who did jackie kennedy commission to write the death of a president,4
1811,what delicacy is known indelicately as pickled roe,18
1812,what is the name of the gulf between sweden and finland,16
1813,what famous coach said if you can not beat em in the alley you can not beat em on the ice,4
1814,what did mr magoo flog on tv for general electric,14
1815,what is the horsepower of the shuttle boosters,37
1816,what nuclear process takes place in an hbomb,12
1817,who was the russian ambassador to hungary during the 1956 uprising,4
1818,who claimed to be the world s most perfectlydeveloped man,4
1819,what bay sparkles next to miami florida,16
1820,which major diamond producer is based in south africa,5
1821,what year did the united states pass the copyright law,8
1822,in what year was the movie the ten commandments released,8
1823,what did warlock wear on his forehead in marvel comics,14
1824,what is the acronym for the national bureau of investigation,36
1825,what count did alexandre dumas write about,4
1826,what city was bobby kennedy assassinated in,22
1827,what dropped 1 313 feet in 1980,14
1828,what is rcd,3
1829,which airplane did fawaz younis hijack,47
1830,when did theo rousseau paint the forest of fontaine,8
1831,what are the three winter months in the southern hemisphere,8
1832,which high schools are included in the south florida ice hockey league,5
1833,what qualifications are there for individuals donating blood,12
1834,how many beatles records went 1,13
1835,what labor leader was last seen in the parking lot of a michigan restaurant,4
1836,what is last chance for animals,12
1837,what is a chinese spouting bowl,7
1838,what is larry king s occupation,6
1839,what is the motto of the boy scouts,12
1840,who killed jfk,4
1841,what was michelangelo s last name,4
1842,what state s home to the buffalo bill historical center,11
1843,what is a virtual ip address,7
1844,in the movie groundshog day what is the name of the character played by andie macdowell,4
1845,by how much will the california state gas tax rise by the year 2000,26
1846,what actor learned to play the saxophone and speak russian for a role in a movie,4
1847,how many american soldiers have died for their country to date,13
1848,what is the most common street name in america,16
1849,what is michael jackson s middle name,4
1850,who was the star witness at the senate watergate hearings,4
1851,what is the celtic symbol for life,45
1852,what season does a hiemal activity normally take place in,8
1853,who wrote the secret life of walter mitty,4
1854,what police force did mack sennett create,5
1855,what were the first three cities to have a population of more than a million,22
1856,what did tristan come back as,14
1857,what chess outcome results when a player has no legal move,30
1858,why do they sterilize the needle for lethal injection,9
1859,where did the energy for the big bang come from,12
1860,what state does charles robb represent,11
1861,who was gerald ford s vice president,4
1862,what manufacturers are there in texas,5
1863,how do i get another city s newspaper,0
1864,what is the only east european country not tied to the ruble,19
1865,what broadway musical was inspired by cervantes s don quixote,1
1866,what eastern state sprouted the first commercial nuclear power plant in the us,11
1867,how do i make fuel bricks from recycled newspaper,0
1868,how many wings does a flea have,13
1869,what was the nonfiction bestseller of 1952 1953 and 1954,1
1870,how far can a man travel in outer space,43
1871,what is the oldest website on the internet,16
1872,what is her husband s name,4
1873,how did the 7th inning stretch get started,0
1874,when was ozzy osbourne born,8
1875,what country and western singer is known as the silver fox,19
1876,what was nine tailors the television show from 1974 about,12
1877,what is the fifthlargest country in the world,19
1878,what is a first world country,7
1879,who sought to create the great society,4
1880,what robust us president imported his own instructor after seeing a judo match,4
1881,what asian country once thrilled to the sport of cricket fighting,19
1882,what is the fastest growing state in the usa in 1998,11
1883,how much did a knight s armor weigh,48
1884,who bestowed great power upon captain britain,4
1885,in what state was the first coeducational college established,11
1886,what is the brand name of daminozide,27
1887,what is a dental root canal,7
1888,which bourbon king was restored to the french throne during napoleon s abdication,4
1889,what causes canker sores in the mouth,9
1890,what sports event is meyer wolfsheim supposed to have fixed in the great gatsby,30
1891,what were the five opening words on ben casey,39
1892,whose biography by maurice zolotow is titled shooting star,4
1893,what company makes impulse hardening equipment,5
1894,what is interlata internet service,7
1895,name the highest mountain,25
1896,what is the highest roman numeral,7
1897,what us general died december 1 1945 when his jeep collided with a truck,4
1898,who is colin powell,34
1899,what city is served by tempelhol airport,22
1900,stuart hamblen is considered to be the first singing cowboy of what,1
1901,what is the most heavily caffeinated soft drink,18
1902,what animal has the best hearing,2
1903,how does a bill become law,0
1904,which college did dikembe mutombo attend,5
1905,what happened to phillip taylor kramer,12
1906,what is the exchange rate between england and the us,26
1907,what ethnic group introduced the idea of potlatch,5
1908,what is the exchange rate for australian to american money,26
1909,how many shots can a stock m16 hold,13
1910,what is the longest river in the world,16
1911,what type of exercise burns the most calories,30
1912,what are bottle caps with presidents pictures inside worth,26
1913,how many cds has garth brooks sold,13
1914,what tv sitcom character had the maiden name ethel potter,4
1915,who is section manager for guidance and control systems at jpl,4
1916,what university football team did oj simpson take to the rose bowl,5
