,text,label
978,which of the following men was not married to rita hayworth,3
979,what is the current ticket fare from from cairo to barbados,5
980,what does nn o mean when used as a prefix in irish surnames,2
981,how do you find oxidation numbers,0
982,what is the state nickname of mississippi,4
983,what is black hills south dakota most famous for,0
984,what 1966 boob tube bomb took astronauts back to prehistoric times,1
985,how many students attend the university of massachusetts,5
986,who said i shall return during world war two,3
987,what holidays are celebrated in ireland,1
988,who portrayed etta place companion to butch cassidey and the sundance kid,3
989,what are the greek numerals,0
990,what is the name of the temple that is located near the capital city of laos,4
991,what is a fear of sleep,1
992,what auto race was wilbur reed the first to win three times,1
993,what are the most common breeding birds in the us,1
994,what was organized as a confederate veterans social club in pulaski in tennessee in 1866,1
995,how do you look up criminal records on the internet,0
996,where is the actress marion davies buried,4
997,what is an example of an actual case of using the fourteenth amendment,0
998,who was the charlie perfume woman,3
999,who portrayed rosanne rosannadana on the television show saturday night live,3
1000,what singer became despondent over the death of freddie prinze quit show business and then quit the business,3
1001,when did iraqi troops invade kuwait,5
1002,what was mark johnson referring to when he said i still can not believe it we beat the russians,1
1003,what car was driven in the 199 release of smokey and the bandit,1
1004,what was the backup singing group for roy rogers,3
1005,what famous singing cowboy owns the california angels baseball team,3
1006,what 1915 film was the first to gross 5 million,1
1007,where did the term 86 come from,0
1008,what causes someone to be ticklish,0
1009,what is the probability that at least 2 out of 25 people will have the same birthday,5
1010,how many canadians emmigrate each year,5
1011,why did several san diego schools remove apples from students menus,0
1012,what musical instrument did sherlock holmes play,1
1013,who was gerald ford s vice president,3
1014,what is the washed vodka,0
1015,how many different languages are spoken in europe,5
1016,what year was desmond mpilo tutu awarded the nobel peace prize,5
1017,what is a drinker respirator better known as,1
1018,who invented batteries,3
1019,why do recipe books recommend starting with cold water when you boil something,0
1020,where can i buy a good snowboard for less than 200,4
1021,what title did suzette charles assume for two months in 1984,3
1022,what was the infamous pseudonym of peter sutcliffe,3
1023,what is smokey the bear s middle name,1
1024,what is nicholas cage s occupation,3
1025,what british tv series featured emma peel,1
1026,what london street is the home of british journalism,4
1027,what tragedy befell the city of dogtown in 1899,1
1028,what is the immaculate conception,0
1029,what are the names of all the us navy aircraft carriers,1
1030,what format was vhs s main competition,1
1031,what is candlemas day,0
1032,in what city is the famed st mark s square,4
1033,what does the ouarterly review of doublespeak call an inoperative statement,1
1034,how much did the minimum wage amount to in 1991,5
1035,where is tufts university,4
1036,what is a pyrotechnic display,0
1037,how do i find out about jobs,0
1038,what japanese manufacturer is known for both its pianos and its motorcycles,3
1039,what is the chemical reactivity of argon,5
1040,how many engines does a boeing 737 have,5
1041,what is the origin of the term the brooklyn side in bowling,0
1042,what is a fear of being cold,1
1043,how long was mao s 1930s long march,5
1044,what net game sees its women s world amateur champions receive the uber cup,1
1045,what fourlegged creature did a cornell university study say would make man s best companion in space,1
1046,what does a teaspoon of matter weigh in a black hole,5
1047,what did british companies stick 175 0 tons of tea into in 1982,1
1048,what province is edmonton located in,4
1049,how can i find out how much income tax is paid on social security income on the 1998 income tax,0
1050,who did sonny liston succeed as world heavyweight boxing champion,3
1051,what is california s state bird,1
1052,what is martin luther king jr s real birthday,5
1053,name the various superteams to which the angel has belonged,3
1054,how does zatanna perform her magic in dc comics,0
1055,what is the name of jacques cousteau s research ship,1
1056,what president dispatched a cruiser to carry charles lindbergh home after his epic flight,3
1057,whose video is titled shape up with arnold,3
1058,in which kevin costner movie did sioux indians play a role,1
1059,how many james bond novels are there,5
1060,how do you get dates with the hooters girls,0
1061,what bird can swim but can not fly,1
1062,how can i get a comic character i made copyrighted and published,0
1063,how large is the arctic refuge to preserve unique wildlife and wilderness value on alaska s north coast,5
1064,what is plc,0
1065,how much electricity does the brain need to work,5
1066,how many acres in a mile,5
1067,what dickens novel has david carrying the message barkis is willin to peggy,1
1068,what is a hyperlink,0
1069,who is the twin brother of the greek goddess artemis,3
1070,where did marijuana come from,0
1071,what is the percapita income of colombia south america,5
1072,what novel has big brother watching,1
1073,how many grammys did michael jackson win in 1983,5
1074,what does elysium mean,0
1075,what is the oldest website on the internet,4
1076,what is shalom,0
1077,what was the favorite sport of tom wolfe s the pump house gang,1
1078,what organic fuel do bogdwellers use a slane to cut,1
1079,what is the average age of a member of the team that worked on the manhatten project,5
1080,what country received all the nobel prizes awarded in 1976,4
1081,how do you get rid on woodpeckers,0
1082,how many syllables are there in a line of hendecasyllabic poetry,5
1083,what soft drink first appeared in the old corner drug store in waco texas in 1885,1
1084,what is britain s possession on the chinese mainland,4
1085,who was america s first public enemy no 1,3
1086,how many children under 18 are victims of some sort of physical abuse each year,5
1087,what is the origin of thank you notes,0
1088,what did jimmy stewart invent,1
1089,what generation am i in,1
1090,what is a fear of hell,1
1091,who is dear abby,3
1092,who lives at 24 sussex drive ottawa,3
1093,what is jello made from,1
1094,who was monet,3
1095,what are the only two states that incorporate the confederate battle flag in their flags,4
1096,how do you make panoramic sugar eggs for easter the ones with the scene inside,0
1097,what is the southern dish made of pigs small intestines,1
1098,where is guam,4
1099,who was the famous doortodoor brush salesman,3
1100,what is the executor in a will,0
1101,what inescapable purveyor of background music celebrated its 5th anniversary in july 1984,3
1102,how many people in america snore,5
1103,who is always trying to get the rent from andy capp,3
1104,what soft drink is most heavily caffeinated,1
1105,who did jackie kennedy commission to write the death of a president,3
1106,which drug is commonly used to treat aids,1
1107,how many stars are there on the soviet union s flag,5
1108,what is the difference between microprocessors microcontrollers,0
1109,who sought to create the great society,3
1110,what are tourist attractions in reims,4
1111,what are the lengths of pearl necklaces,5
1112,who said soldiers win the battles and generals get the credit,3
1113,what is the proof that houseplants metabolize carcinogens,0
1114,what prompted the copilot of the enola gay to enter only my god in his log,0
1115,how long does it take the typical hen to lay 19 dozen eggs,5
1116,what colorado city owns its own glacier,4
1117,what is the history of the toast,0
1118,what was the name of the protestant revolt against the supremacy of the pope,1
1119,what is an arab strap,0
1120,how much does it cost average or whatever is available to produce and send junk mail catalogues in the us dt cd nn nn,5
1121,who is the current un secretary general,3
1122,who provides telephone service in orange county california,3
1123,where did guinea pigs originate,4
1124,what two countries coastlines border the bay of biscay,4
1125,why did egyptians shave their eyebrows,0
1126,what organization did mr waverly assign agents for,3
1127,when was the slinky invented,5
1128,what are the characters names in the scoobydoo cartoon,3
1129,what is a fear of cold,1
1130,what was eduard shevardnadze s job in the soviet union,3
1131,what causes rust,0
1132,which is the only dick tracy villain to appear three times,3
1133,what was the monster in spielberg s film jaws,1
1134,what color is an arctic fox in winter,1
1135,what do the names neil mary and anthony mean,0
1136,what european capital celebrated its 2 000th anniversary in 1951,4
1137,why do people in the upper peninsula of michagin say eh,0
1138,what flower did vincent van gogh paint,1
1139,what country was the setting of you only live twice,4
1140,what was thatcher s approval rating after 10 years in power,5
1141,winnie the pooh is what kind of animal,1
1142,what was the first funk n lata brazilian group success,0
1143,what is a handheld pc,0
1144,what did john hinckley do to impress jodie foster,0
1145,what is larry king s job,3
1146,how many calories are in a tomato,5
1147,in what state was the first coeducational college established,4
1148,what war saw a naval battle between the luxury liners cap trafalgar and the carmania,1
1149,what is the treatment for depression,1
1150,what is a fear of slime,1
1151,what country in latin america is the largest one,4
1152,on which hawaiian island is pearl harbor,4
1153,what feathered cartoon characters do yugoslavians know as vlaja gaja and raja,3
1154,what marx brothers movie centers on a stolen painting,1
1155,what was unusual about alexandra s appearance in josie and the pussycats,0
1156,what is the origin of the word mind,0
1157,when was dick clark born,5
1158,what game is fatal to anybody over 21,1
1159,what is the death toll of people dying from tuberculosis,5
1160,what happened to moon maiden,0
1161,what city is wiener schnitzel named for,4
1162,what are the urals,0
1163,how can you stop the itch from poison ivy,0
1164,what desert has the highest sand dunes,4
1165,what two countries contain sierra nevada mountains,4
1166,how do you tell your parents you are dating an older man,0
1167,how long was the tv mission of star trek s enterprise to be,5
1168,what phone number can i call to have a tree planted,5
1169,when did the starspangled banner become the national anthem,5
1170,who was lacan,3
1171,what are the four natural aids used in riding a horse,1
1172,what continent s name appears on the upper left corner of a budweiser label,4
1173,who was the secretary of war in the civil war during the battle of gettysburg,3
1174,who did bobby fischer beat to win the world chess championship,3
1175,how do you exterminate bees that are in the walls of your home will bee eggs remain over winter,0
1176,where can i get information and statistics on countries and nations,4
1177,name a gaelic language,1
1178,what day is august 13 1971,5
1179,where can i find a list of all the companies in america that offer a direct stock purchase plan,4
1180,how do you send a movie transcript to hollywood so that it can be produced into a film,0
1181,what literary classic centers on the search for a treasure in gold worth 7 0 pounds,1
1182,what is the origin of blue for boys and pink for girls,0
1183,what is the name of the michelangelo painting that shows two hands with fingers touching,1
1184,how big is a quart,5
1185,what is the hub of london,0
1186,jude law acted in which film,1
1187,what causes panic attacks,0
1188,what was the filling in the first golf balls,0
1189,what drug did sigmund freud become fascinated with while experimenting with the treatment of neurasthenia,1
1190,what country was a terrible beauty to leon uris,4
1191,what is typhoid fever,0
1192,where can i buy a hat like the kind jay kay from jamiroquai wears,4
1193,what are the twin cities,0
1194,what is beethoven s 9th symphony called,1
1195,name the lawyer for randy craft,3
1196,which breakfast cereal brought you the best each morning,1
1197,what does ms miss and mrs stand for,2
1198,what is the homelite inc home page,4
1199,what explosive do you get by mixing charcoal sulfur and saltpeter,1
1200,what mountainous region of the world is the lhasa apso dog native to,4
1201,what cancer is commonly associated with aids,1
1202,how long does it take light to reach the earth from the sun,5
1203,who lives at 39 stone canyon way,3
1204,how many questions are on this thing,5
1205,who played humpty dumpty in the 1933 film alice in wonderland,3
1206,who is karenna gore al gore s oldest daughter married to,3
1207,who played the title role in i was a teenage werewolf,3
1208,why are there olives in martinis,0
1209,in what year did hitler gain power of germany,5
1210,what year did rossetti paint beata beatrix,5
1211,what record company produced the 1978 movie the wiz,3
1212,where can i find information about touring the philippines,4
1213,what did the gas house gang play,1
1214,how many square feet is bill gates home,5
1215,what is the name of actor rex harrison s son who starred in a modestly popular tv show during the late 1960s,3
1216,what is the highest roman numeral,0
1217,what is the most popular form of bridge,1
1218,who was the inventor of the stove,3
1219,what comedian has a legendary reputation for stealing jokes,3
1220,where can i find information on the cyclone that hit new jersey on 8281941,4
1221,boxing day is celebrated on what date,5
1222,what are the first ten amendements passed,1
1223,what is another term for the painful wrist syndrome,1
1224,what is the difference between sleet and freezing rain,0
1225,how is the new ford econoline van f25 v1 engine,0
1226,who was the king who was forced to agree to the magna carta,3
1227,who was made the first honorary citizen of the us,3
1228,what game is garry kasparov really good at,1
1229,where was richard nixon when gerald ford became president,4
1230,where does the us rank among world countries in area,5
1231,what novel did ian fleming introduce james bond in,1
1232,what was the target rate for m3 growth in 1992,5
1233,what baseball team was routinely called dem bums by its frustrated fans,3
1234,name of scholar on whose literal translations from the chinese and japanese ezra pound depended,3
1235,when did israel begin turning the gaza strip and jericho over to the plo,5
1236,what are the major differences in the catholic and methodist religions,0
1237,name the on stage character whose face was never seen,3
1238,how much energy is released when oxygen and hydrogen mix,5
1239,what is the best internet business to go into,3
1240,what does venus retrograde mean,0
1241,who is known as the world s oldest teenager,3
1242,what are the largest breweries in the world,4
1243,what does las vegas mean,0
1244,what does the word meta mean,0
1245,what keeps clouds in the air,1
1246,what is the term for any foursided figure,1
1247,ray charles plays which instrument,1
1248,what country and western singer is known as the silver fox,4
1249,what building appropriately enough is depicted on the back of the 1dollar bill,4
1250,what is graduate school,0
1251,what is the difference between new yorkstyle and chicagostyle pizza,0
1252,what baseball team owner and sailor is known as the mouth of the south,3
1253,what type of betting is used in horse racing,1
1254,what kind of hat does bat masterson wear,1
1255,who was with patricia hearst the night she was kidnaped,3
1256,what is the viking prince s first name,3
1257,what does the abbreviation cwt,2
1258,in what deodorant commercial did tenants have adjoining medicine cabinets,1
1259,where is rider college located,4
1260,what boxer s life story is titled raging bull,3
1261,for what reason did some san diego schools stop serving apples,0
1262,who advised listeners to see the usa in your chevrolet,3
1263,where was the first restaurant,4
1264,where can i find full written draft of ctbt,4
1265,how many horses died during the civil war,5
1266,how much waste does an average dairy cow produce in a day,5
1267,what nobel laureate was expelled from the philippines before the conference on east timor,3
1268,what woman has carried the most multiple births twins triplets etc,3
1269,how many minutes were there on the original ge college bowl clock,5
1270,what is the average time it takes for a male to ejaculate,5
1271,what is website of the international court of justice,4
1272,where are 8 of the 10 highest mountains in the world,4
1273,where can i look at a perpetual calendar,4
1274,how many astronauts have been on the moon,5
1275,in what year did the bounty mutiny happen,5
1276,what is the only substance that gives food its taste when eaten,1
1277,how do you reference a website,0
1278,what is pandoro,0
1279,what do the letters zip stand for in the phrase zip code,2
1280,which bourbon king was restored to the french throne during napoleon s abdication,3
1281,what is one of the cities that the university of minnesota is located in,4
1282,what are the words to my way written by paul anka,0
1283,how do i install a tile floor,0
1284,what is the quickest and easiest way to get nail polish out of clothes,1
1285,why was the zipper invented,0
1286,what is the no 1 killer in industrialized countries,1
1287,name four famous cartoon cats,1
1288,what daughter of henry viii and anne boleyn became queen of england,3
1289,how did stat come to be used as an expression for quickly,0
1290,what is the most common nickname of us college football teams,3
1291,what is the distinction of us supreme court justice thurgood marshall,0
1292,what is the most useful site on the internet,4
1293,what is the world s highest peak,4
1294,what was a mae west on a world war ii battleship,0
1295,define cosmology,0
1296,what comedienne upstaged dwight d eisenhower s first inauguration by giving birth to her first child,3
1297,what are amicable numbers,0
1298,when were the olympic games in which nadia comaneci became popular played,5
1299,where is hearst castle built by publisher william randolph hearst,4
1300,what is the largest us city on the great lakes,4
1301,who sang about desmond and molly jones,3
1302,what magazine gives us the cream not the skim,1
1303,what does the technique called cold fusion produce,1
1304,what costume designer decided that michael jackson should only wear one glove,3
1305,what meter did shakespeare use in writing to be or not to be that is the question,1
1306,how many rows of sprocket holes does a roll of 35millimeter film have,5
1307,what is the goat population of the world,5
1308,what company was the original sponsor of tv s superman,3
1309,what term does a czech use to describe a pole,1
1310,what sea separates naples and algiers,4
1311,how many lawyers are there in the state of new jersey,5
1312,what are the most common elements in seawater,1
1313,describe the finnish music personality salonen s appearance,0
1314,what is the origin of the ethnic category caucasian,0
1315,what is a stratocaster,0
1316,what kind of science is cosmology,1
1317,name the blind sculptress in love with the fantastic four s thing,3
1318,what is the secondlightest element,1
1319,what do you call a twirl in ballet,1
1320,what is the brand name of daminozide,1
1321,what is the former name of zimbabwe,1
1322,what national basketball association superstar told his story in giant steps,3
1323,what animals did the amazing three masquerade as,1
1324,how did the bikini bathing suite get its name,0
1325,when did fraze get his first patent for the pulltab can,5
1326,how many games are played in a fiveteam roundrobin tournament,5
1327,who developed the first polio vaccine,3
1328,who made the first gas engine,3
1329,what country claimed rubens van dyck and bruegel as citizens,4
1330,what civil war was fought between 1936 and 1939,1
1331,how many questions do you have on your database,5
1332,how do clouds form,0
1333,where can i find examples of legal cases about the individuals with disabilities education act,4
1334,what character did tex avery first create upon arriving at mgm,3
1335,when was the triangle shirtwaist fire,5
1336,what asian spiritual and political leader was married at the age of 13,3
1337,where is ocho rios,4
1338,what is the halflife of p32,0
1339,what ocean does mauritania border,4
1340,why do pressure cookers save time in the kitchen,0
1341,why are there 12 people on a jury in criminal cases,0
1342,what do christian scientists believe in,0
1343,what world war i battle saw 6 0 troops killed in one day,1
1344,what country is kosovo a part of,4
1345,tell me what city the kentucky horse park is near,4
1346,what computer operating system is on the most computers,1
1347,what is bill gross s email address,4
1348,what is the economic impact of unemployment on the economy,0
1349,what do the letters dc stand for in washington dc,2
1350,what animals can live the longest without food,1
1351,what english queen had seventeen children,3
1352,what is the approximate population of las vegas nm,5
1353,how much does the president get paid,5
1354,what two baseball players make up the battery,3
1355,what is the largest letter in salvador dali s signature,1
1356,what does an irate car owner call iron oxide,1
1357,of children between the ages of two and eleven what percentage watch the simpsons,5
1358,what is the northernmost us state apart from alaska,4
1359,name an art gallery in new york,4
1360,who sells viagra,3
1361,what musical instrument did prewitt play in james jones s from here to eternity,1
1362,what is the home rule act,0
1363,what building are british monarchs crowned in,4
1364,what are bellworts,0
1365,who was darius,3
1366,what movie told of anna anderson s claim to be a russian czar s daughter,1
1367,who did dita beard work for,3
1368,what kind of creature is a coot,1
1369,name the university of which woodrow wilson was president,3
1370,what country was first to use the airplane as a weapon of war against the turks in libya,4
1371,what university was woodrow wilson president of,3
1372,what is a fear of disease,1
1373,what kind of meat is fray bentos synonymous with,1
1374,what did mr magoo flog on tv for general electric,1
1375,what are the words to the canadian national anthem,0
1376,what is the name of the jewish alphabet,1
1377,who served as inspiration for the schoolteacher portrayed by robin williams in dead poets society,3
1378,what is columbia tristar s phone number,5
1379,name the five positions who are in the line of succession to the presidency,3
1380,which one of the original seven mercury program astronauts did not fly on any of the mercury flights,3
1381,who is the best known villain of the 165 gunpowder plot,3
1382,what is the capital of burkina faso,4
1383,what continent is bolivia on,4
1384,why was muhammad ali stripped of his title and barred from boxing in 1967,0
1385,who killed more people hitler or stalin,3
1386,what caused shea gould to close their la office,0
1387,what is the only mammal that can not jump,1
1388,what us state has the most blondes,4
1389,what war saw battles at parrot s beak and black virgin,1
1390,what was the us highway death toll in 1969,5
1391,what does the name kelly mean,0
1392,what is a phalanx,0
1393,what mustachioed comedian portrayed frankie in north to alaska,3
1394,what does each of the utilities cost in monopoly,5
1395,what actor and world war ii airman had a 5 0 bounty put on his head by hermann goering,3
1396,what does eg stand for,2
1397,what is the name of the medical condition in which a baby is born without a brain,1
1398,how do storms form,0
1399,who is nicolo paganini,3
1400,what city is often called the insurance capital of the world,4
1401,what are the three animals in sheila burnford s the incredible journey,1
1402,who portrayed dracula in hammer studios films,3
1403,name one of the seven wonders of the ancient world,1
1404,when were fish first believed to be found on earth,5
1405,what president s favorite biblical quotation was come now and let us reason together,3
1406,how many elevators do you ride to reach the top floor of the empire state building,5
1407,name the food company that traveled to soviet georgia to film a series of ads,3
1408,what country was sir edmund hillary born in,4
1409,what is an infant seal called,1
1410,what was the proper laughin respones to say goodnight dick,0
1411,what city was john f kennedy nominated for president in,4
1412,how long does a dog sleep,5
1413,what 1963 joseph l mankiewicz film cost 28 million,1
1414,what japanese electronics company was named for a coastal city northeast of tokyo,3
1415,what can you be fined for having a dog on a beach,5
1416,where did the battle of the bulge take place,4
1417,how much will the california be in the year 2000,5
1418,what mystery writer penned the glory that was greece and the grandeur that was rome,3
1419,what state full of milk and honey was the destination in the grapes of wrath,4
1420,what is the tallest building in japan,4
1421,where is sinn fein s headquarters,4
1422,name li l abner s favorite indian drink,1
1423,what are some important events of the 1830 s,1
1424,the iraqis launched their attack on kuwait on what day,5
1425,what letter adorns the flag of rwanda,1
1426,what did 8 cd nns vbp to vb nnp pos nn,1
1427,what is god,0
1428,what country s northernmost city is darwin,4
1429,what sound does olympia washington overlook,4
1430,what tv show chronicled the lives of katy holstrum and congressman glen morley,1
1431,what kentucky city calls itself the horse center of america,4
1432,how many pennyfarthings are there on a trivial pursuit game board,5
1433,what is the most abundant element in the sun,1
1434,what european country boasts the city of furth found where the rivers rednitz and pegnitz converge,4
1435,what us state is dixville notch in,4
1436,where was the cisalpine republic 1797185,4
1437,what is the largest shopping mall in the world,4
1438,what is the protagonist s name in dostoevski s the idiot,3
1439,what penalty space lies between baltic avenue and reading railroad on a monopoly board,1
1440,what presidential press secretary dismissed watergate as a thirdrate burglary attempt,3
1441,what is a meerkat,0
1442,who was jean nicolet,3
1443,what kind of animal was winnie the pooh,1
1444,which of these are authors,3
1445,what is the international radio code word for the letter b,1
1446,who was the original humpty dumpty,3
1447,what is cache memory,0
1448,aspartame is also known as what,1
1449,where is the location of the orange bowl,4
1450,when is president nixon s birthday,5
1451,what is the origin of the midwest slang you are darn tootin,0
1452,whose cupboard was bare,3
1453,what are the seven seas,4
1454,what does ibm stand for,2
1455,what is the difference between jazz and blues,0
1456,what is the c programming language,0
1457,what is the name of popeye s adopted son,3
1458,who invented the vacuum cleaner,3
1459,what is a borrow pit,0
1460,what 2thcentury fictional character attends pencey prep school,3
1461,how many people in the usa say their number one source of information is the newspaper,5
1462,who does shakespeare s antonio borrow 3 0 ducats from,3
1463,which country is known as big bear,4
1464,what melts in your mouth not in your hands,1
1465,how many times a day should you take a prescription marked qid,5
1466,what is the origin of the atom,0
1467,who is the voyager project manager,3
1468,which radio stations air the jim bohannon radio talk show,3
1469,what two commanders directed the forces in the battle of el alamein,3
1470,name the creator of the muppets,3
1471,how do i email someone at aolcom from yahoocom,0
1472,who replies i know to princess leia s confession i love you in the empire strikes back,3
1473,what is the meaning of the name ella,0
1474,what is the home of the rockettes,4
1475,where can i find all the information i need to know about the english civil war 16421649,4
1476,what is the name of the firm that makes spumante,3
1477,what sport is played on the largest field,1
1478,who won the 1967 academy award for best actor,3
1479,what is after death,1
1480,name the first private citizen to fly in space,3
1481,what was football star elroy hirsch s nickname,3
1482,what singer sings oh boy,3
1483,how much pizza do americans eat in a day,5
1484,what is the website for the usa journal,4
1485,what army s motto is blood and fire,3
1486,what kind of patent did ermal fraze get in 1963,1
1487,what are you hearing when you put a seashell to your ear,0
1488,why are haunted houses popular,0
1489,which gender has bigger thighs,1
1490,what us state has the secondlongest coastline,4
1491,what state s home to the buffalo bill historical center,4
1492,how fast do cheetahs run,5
1493,what is ray bradbury s illustrated man illustrated with,1
1494,how fast is a 45mhz processor,5
1495,what kind of puzzle first appeared in the us in the new york world on december 21 1913,1
1496,what count did alexandre dumas write about,3
1497,what are the odds of giving birth to twins,5
1498,what is the largest natural lake in pennsylvania,4
1499,how far is london uk from california,5
1500,name the two mystical ravens odin has at his command,1
1501,what was the species of winnie the pooh,1
1502,what is the virus hiv,0
1503,how many years old is benny carter,5
1504,what hermann hesse book gave its name to a rock group,1
1505,where does the santa fe trail begin and end,4
1506,what book is the followup to future shock,1
1507,what african animals are known as the big five,1
1508,what is the alphabet for latin,1
1509,what is the fear of frogs,1
1510,which city in canada is the leastpopulated,4
1511,how old is stevie wonder,5
1512,who was the first taiwanese president,3
1513,who is luke skywalker s father,3
1514,what does a dipsomaniac crave,1
1515,what is the definition of the term weapons system,0
1516,what are christopher marlowe s and shakespeare s literary contributions to english literature,0
1517,what is nero wolfe s favorite drink during office hours,1
1518,what is the first personal computer company,3
1519,what is the most efficient way to start a barbeque,1
1520,who was jane goodall,3
1521,why are there braille things on the atm machines that people drive through,0
1522,where is the isle of man,4
1523,what book did aaron hass write,1
1524,what was the death toll at the eruption of mount pinatubo,5
1525,when will the millennium officially begin,5
1526,who created the comic strip garfield,3
1527,which vietnamese terrorist is now a un delegate in doonesbury,3
1528,what is real time processing,0
1529,what do we call the imaginary line along the top of the rocky mountains,4
1530,what country s capital is lagos,4
1531,where does ray bradbury s chronicles take place,4
1532,who is the current prime minister and president of russia,3
1533,who established a viking colony in greenland about 985,3
1534,what was the distinguishing mark on the little rascals dog,1
1535,what is the latitude and longitude of el paso texas,5
1536,where can i get information about cystic fibrosis,4
1537,where did honecker rule,4
1538,what is the theory of equivalence states,0
1539,what does a philatelist collect,1
1540,what is the life span of the average monkey,5
1541,how many member states are in the un,5
1542,who shot and killed himself while painting wheatfield with crows,3
1543,what will happen when sodium is put in water,0
1544,what is the meaning of uol,0
1545,what future president became senate majority whip under harry truman,3
1546,who was the architect of central park,3
1547,which operating system runs on ibmcompatible machines,1
1548,what are the dimensions of an ice hockey goal,5
1549,when was cnn s first broadcast,5
1550,what are the signs of a country going into a recession,1
1551,what is the circumorbital hematoma,0
1552,what african country is governed from ouagadougou,4
1553,what was the christian name of the title character in our miss brooks,3
1554,what hardof hearing artist painted sunflowers,3
1555,who were the yankee s frequent enemies,3
1556,who wrote sons and lovers,3
1557,what is the english translation for the word caliente,1
1558,what handicraft requires you to interlace your warp and weft,1
1559,what french seaport claims to be the home of wines,4
1560,how long does it take sunlight to reach earth,5
1561,how many milliseconds in a second,5
1562,what cherokee indian gave his name to a tree,3
1563,when were camcorders introduced in malaysia,5
1564,what is the chance of conceiving quadruplets,5
1565,who was the star of leave it to beaver,3
1566,what countries have the largest armed forces in the world,4
1567,what was william f cody s betterknown name,3
1568,how do i increase my biceps size,0
1569,who did richard nixon tender his resignation to,3
1570,who was thucydides,3
1571,how is the element strontium purified,0
1572,which of the following rock n roll stars has a star on hollywood boulevard,3
1573,what are tonsils for,0
1574,what molecules include fluorine sodium and magnesium,1
1575,what was the name of the ball game played by the mayans,1
1576,what was the sequel to the moon s balloon,1
1577,what is the exchange rate for australian to american money,5
1578,what is the origin of the word posh,0
1579,how can anyone tell if a female had sexual intercourse,0
1580,how many states did richard nixon carry in 1972,5
1581,what basketball maneuver did bert loomis invent,1
1582,what is a good book to read for people who hate to read,1
1583,how many shillings more than 2 were there in a guinea,5
1584,what does a tarantula eat,1
1585,what are the three secondary colors,1
1586,what does the name sabrina mean,0
1587,who took over as conductor of the boston pops after arthur fiedler s long reign,3
1588,what were the trials called which followed world war ii,1
1589,what is hebephrenia,0
1590,what nazi leader killed himself in jail just before he was to be executed as a war criminal,3
1591,what famous events have happened on march 27,1
1592,which company claimed to be the world s biggest toy store,3
1593,what brand number graces the black label of a bottle of jack daniel s,5
1594,what do i call the sons and daughters of my first cousins,1
1595,what were the causes of the civil war,0
1596,what are maidrites,0
1597,what city is terrorized by dracula in the night stalker,4
1598,how can you prevent it,0
1599,what do the names andrew and christina mean,0
1600,what chocolate bar created by frank mars and his wife is often called a milky way with peanuts,1
1601,who is the fastest guitarist,3
1602,what do camels store in their humps,1
1603,what is the name of the second space shuttle,1
1604,what is the best hospital for orthopedics in the country,4
1605,what are perfect tenses,0
1606,what is commonly considered the fifth sense,0
1607,what was another name for east germany,1
1608,what is the secondbiggestselling magazine in america,1
1609,who betrayed norway to the nazis,3
1610,who took the toys donated for the doodyville orphans fund and kept them for himself,3
1611,what is a bourdon tube,0
1612,what kind of a sports team is the wisconsin badgers,1
1613,who were the picts,3
1614,what do caroll baker tammy grimes debbie reynolds and judy garland all have in common,0
1615,what is film noir,0
1616,who is stationed at camp swampy in the comic strips,3
1617,in what year did china and the republic of korea establish diplomatic relations,5
1618,what causes tuberculosis,0
1619,how tall is the giraffe,5
1620,what actor dressed up as santa claus and had a onceayear affair with actress shelley winters every christmas for many years,3
1621,what animal was the heatseeking missile called the sidewinder named for,1
1622,how long did it take stanley to find livingstone,5
1623,how much of the nation s children between the ages of two and eleven watch the simpsons,5
1624,what lake is sheboygan on,4
1625,what are a baseball team s firemen,0
1626,what is a fear of color,1
1627,what nantucket shipwreck killed more divers exploring it than the 52 people it sank with,1
1628,what are the two largest birds on earth,1
1629,name the four stories contained in edith wharton s old new york,1
1630,what is the largest lake in north america,4
1631,how many people died because of a smoking problem in 1997,5
1632,what is chronic constipation a symptom of,1
1633,who wrote the look of love after viewing ursula andress,3
1634,what is the name of the american swimmer who won seven gold medals in the 1972 olympics,3
1635,who claims to have the greatest show on earth,3
1636,what is head start,0
1637,what honeymooners actress did television magazine name as 1953 s most promising star,3
1638,why can not women serve in the navy on board submarines,0
1639,what did the yalta conference lead to,1
1640,what dog was dubbed the mortgage lifter,1
1641,what is saltpeter,0
1642,what is the difference between jd and llm,0
1643,what kind of organization is last chance for animals,3
1644,what was the role of the medieval guild,3
1645,silly putty was invented by whom,3
1646,what should the oven be set at for baking peachy oat muffins,1
1647,how can someone become a federal agent,0
1648,who invented the paper clip,3
1649,whom did lauren bacall marry after her husband humphrey bogart died,3
1650,how many times in his 16year national basketball associaton career was john havlicek a member of the allstar team,5
1651,what city or state do the most gay men live in,4
1652,shea and gould had an office in los angeles for how long before closing it,5
1653,what word occurs 46 227 times in the bible,1
1654,how can you be happy,0
1655,how would someone go about becoming an organ donor,0
1656,what year did degas create the bronze sculpture fourth position front,5
1657,what composer was awarded the medal of honor by franklin d roosevelt,3
1658,how many url extensions are there and what are they,5
1659,how long after intercourse does it take to find out if you are pregnant,5
1660,what does ussr stand for,2
1661,who created the fantastic four hulk and thor,3
1662,what is a fear of gravity,1
