,label_ind,label,text
3136,7,neutral,ahmaeya so im listening to this random playlist and its leaning toward serani
3137,7,neutral,mbui yeah right i just accepted my grants and it covered at least 10000 of my school fees tritonlink is down so i cant verify
3138,10,sadness,is now writing 100word newsbites httpplurkcompwyb4h
3139,10,sadness,ankurb english screwed up my overall percentage in x in xii again and probably in adm tests too shit happens
3140,6,worry,pete too early i am afraid op to take screw out week tuesday the family will going off i will me looking fir that guinness
3141,6,worry,kinanlw wah why are you sad
3142,7,neutral,izzysc hi isla i hope it does too
3143,9,surprise,had to cancel subscriptions today to nzz and economist at office costsavings luckily they also have online versions
3144,9,surprise,xcatx lol i havent watched it yet congrats
3145,10,sadness,low low low low low low low low low
3146,6,worry,mathewsanders boo i must have deleted it from my phone can not find it in my emails either
3147,10,sadness,i am slowly reallizing how this burn i got at work 5 hours ago really sucks
3148,6,worry,2 hours after teleconference but can not go back to sleep got some work to do sigh sigh
3149,7,neutral,cutiemoet i meant i cnt help but stop chattin wid her gud dat u noe everything so do u think its fair
3150,6,worry,hayles yer there must benot sure thocaught it off my brother but got it worse
3151,9,surprise,httptwitpiccom667g1 marshmellows muffins fail they all bubbled and then evaporated leaving big holes heh still taste alri
3152,6,worry,my imacs died keeps cutting out for no reason anyone recommend a good mac place for service parts think i need a new power supply
3153,3,happiness,on later than normal this morning got attacked by a swarm of mini flys after opening the veranda last night took an hour to get rid
3154,6,worry,leaving for paris tonight trying to cram all my assignments for the week done in two days i think i am half done i hope
3155,6,worry,it is almost comforting to know all ldn people not working on this beautiful day will get skin cancer i want out of this office now
3156,0,hate,nicko236 it was an app that changed your wallpaper to one of several hundred at random intervals it is hard to find good wallpapers
3157,6,worry,red update temp of 40 suspected infection antibiotics given appt tomorrow to check temp again fingers crossed fb
3158,10,sadness,lupinbebop that is lame sorry
3159,6,worry,is having a hard time concentrating today have to get it together
3160,10,sadness,knee surgery back home for about 6 weeks
3161,7,neutral,july issue is stressing me out
3162,5,relief,joehhzeh in august with anberlin they are not headlining though and yes there is a perth show
3163,6,worry,julieadore i checked ulca they have got a program in producing i will be so much interested in but
3164,6,worry,my neck hurts a lot
3165,9,surprise,smiledaily i wish i was getting pancakes booooooooo
3166,12,love,the blowout ended
3167,10,sadness,sassisam agh mine just left for new york last month
3168,4,boredom,again documentation day
3169,9,surprise,by the time we got back up to grizzly peak with cameras to capture the sea of fog we were above it already engulfed everything
3170,10,sadness,kingmoney yep and its freezing i hate winter im literally wearing blackets
3171,9,surprise,ucler i got 2 big ones in my mouth
3172,7,neutral,httptwitpiccom667hh this is what happened after installing office for mac badmicrosoft
3173,6,worry,dual reject httptinyurlcommfm7tl
3174,10,sadness,my room is too hot to sleep in
3175,6,worry,shit it is 2am and i am wide awake
3176,6,worry,29 mei missing my dad for over a year now
3177,7,neutral,its funny how i want something even more now that someone else has it and i cant anymore hahaha next
3178,6,worry,neg2led what is wrong maybe i can help
3179,6,worry,i definitely feel sorry for jamie stewart amsterdam audience can really suck wwwxiuxiuorg and read his post of may 27th
3180,3,happiness,looks like a beautiful dayand i am off work til sunday yay no bbq as yet though gonna have to postpone my invitations
3181,7,neutral,clumsyflic
3182,6,worry,i thought payday was today but its on saturday so happy hour wont be happening today lolthank goodness its friday tho
3183,12,love,nasnous thanks bro but i am awake already how are you
3184,6,worry,feeling sick the now
3185,6,worry,natashatamara awwwwwwi know that feeling
3186,10,sadness,is way too sleepy to be awake
3187,11,anger,i hav a chance to win 10 100 1000 i was given a free can of planthave to wait till the plant grow to know if i won anythin
3188,2,enthusiasm,looking for photo inspiration but everything i want to do required more space than i have
3189,9,surprise,i am horrible at appraising peer work what are these americans thinking when they compose poems or maybe i am the one with the problem
3190,6,worry,agh freaking out about going to wales already gtlt not packed
3191,12,love,kellyke28 you poor thing hang in there xxx luf joe
3192,7,neutral,the girl in the hair salon asked me quotshall i trim your eyebrowsquot how old do i feel
3193,10,sadness,i overslept headache
3194,7,neutral,deucie picked up by his sitter for the weekend
3195,6,worry,raaaaaaaaaaagh early morning and its not even early must leave for work in 6 minutes
3196,6,worry,he is ok dw but i think he is not httpplurkcompwybsv
3197,1,fun,morning allbeautiful daybest go enjoy some sunshine before i have to go to workunfortunately
3198,10,sadness,drumstickboy i also used to be close with adiel and sabby but now they changed alot i like when we were in sec 1
3199,7,neutral,has lost his vocie and adele is laughing at me lol and still wondering why i am in college on me week off
3200,6,worry,just watched hella home movies with my aunt and uncle i miss the days where our whole family got along
3201,6,worry,the stars are out where were you when i needed you
3202,6,worry,ashleeadams no wonder you hate driving and country roads and stuff
3203,9,surprise,manamoose i can not believe you went and got boba without me
3204,6,worry,maddysen ohhh i wanna go gahhh but i dunnooooooo s me confuzzzledd should i or not
3205,5,relief,rms70 ooh how is milan i could do with a holiday bfoyf is off to geneva today visiting fam so ive got a weekend on my own
3206,10,sadness,kevincl same here but i am just going to browse sa until i get bored
3207,6,worry,ryankanno ack no can see mustheartdogs either and weird these tweets are in my mentions but not my timeline oh wait new twitter
3208,2,enthusiasm,sotongs sigh
3209,6,worry,33 minutes left before my flannel hobbit shoes get wet rain pls go away
3210,6,worry,can not believe we are going through redundancies again the government has well and truly screwed up off with their heads
3211,7,neutral,my littelist fish udon is dearly departed
3212,11,anger,i never knew a dentention was so hard 2 get
3213,7,neutral,karess i do feel bad for him too especially na ngayon pa siya nagrerehab siya and all wrong timing still maybe he had it coming
3214,10,sadness,concertjunkie quoti saaaaaaidquot haha it kinda makes me sad though httpbitlyujua3
3215,8,empty,is leading dull life this friday babysitting
3216,10,sadness,nursebettie666 he is the meanest lil boy ever when i was a lil girl everyone loved me
3217,6,worry,my knee hurts
3218,6,worry,planning june lots of appointments meeting briefings and litte time to finish my reports
3219,9,surprise,rilgon ahh seen a few of those drop but i just tossed them thinking it was a once only turn in
3220,9,surprise,vibzfabz hey you change your twitter account and you did not even tell me
3221,8,empty,so bored
3222,10,sadness,freeagentapp free trial ran out today cannot subscribe because abby accidentally canceled my card still waiting for a new one
3223,8,empty,you fooled me
3224,0,hate,trying to get used to twitter i have a cold
3225,3,happiness,primaveron i need them it would have made my picture so much cooler mine are bottle green eeyeathooo
3226,6,worry,rain stopped a few minutes ago i noticed that every time i cheer for the rain while it is raining it stops i shall not cheer next time
3227,6,worry,i really need to go and start some more revisionbiology or chemistry today me thinks
3228,6,worry,ready for the trip not ready to leave my baby
3229,12,love,archie proposes veronica in the latest archies comic the longest known love triangle is coming to an end poor betty
3230,10,sadness,guitar lessons tomorrow i have to wake up early again
3231,10,sadness,last day in exeter had last session in gym last breakfast last meeting coming up
3232,10,sadness,i am so dizzy already and i am only on the third page of chapter 73 plops head
3233,6,worry,i misss my phone
3234,10,sadness,i am soooo sleepy but i am not a home just yet
3235,2,enthusiasm,waiting for princes protection program online in english version so long
3236,7,neutral,still need new pics on my phone and music
3237,10,sadness,so tired it is not right to have to get up so early
3238,7,neutral,so slpy 2day zzzz
3239,10,sadness,i have a headache
3240,1,fun,eljefe1401 oh joy we have the elmo potty video too
3241,10,sadness,livetosingxo and i had our first fight
3242,7,neutral,need to get a hand
3243,6,worry,andymakesurandy do not worry iphone users are just as privileged wish i were heading to the pool
3244,9,surprise,iszilawrence did you forget something this morning you nearly ran me over at the bottom of the hill its very very warm in the shop x
3245,6,worry,jinxed myself damn system upgrade did not stick starting again
3246,0,hate,preparing for my spanish baaaaaaaaaah
3247,2,enthusiasm,httpbitlywl9yl i want to go here
3248,7,neutral,christianedward it is a good sized family room so not too cramped watched match in room watched tv on iplayer after kids asleep
3249,7,neutral,1am quietly tidying up after dinner party whilst closing tupprwre lid centre island in my kitchen collapses wakes baby mayhem ensues
3250,10,sadness,some of the figures quoted are so wildly optimistic they are the stuff of science fiction a bit disapointed in ciber and sabip
3251,6,worry,so i played this game yeahhhhh i lost i am inlove ughhreally cause i am such a fool
3252,6,worry,my boss is bullying me
3253,6,worry,k now i am really going to bed even tho i am not tired night lt3
3254,5,relief,lavsmohan in my case it is going to be exams showing me a thing or two i am very much hopeful about november 09 though
3255,10,sadness,it is clear intellectually that severing my relationship was best yet my heart seems 2 b in complete disagreement it hurts so so much
3256,7,neutral,dc493 me too she better be back soon dude this is my typical bedtime but look who is talking what are you doing up so late
3257,10,sadness,ashleeadams i do not know what to say except hugs
3258,10,sadness,10 minutes to boarding 14 hours to home no window seat
3259,7,neutral,all my files got deleted
3260,2,enthusiasm,anyone up this te of night the tweets have slowed down let me know ur out there and i will follow u
3261,6,worry,is sad his new sb6 cds got nicked
3262,10,sadness,amerz love it i wish my other half could even name web design ladies
3263,6,worry,keiyaunna i normally dnt sleep until like 6 cud never sleep at night n ur entertainment
3264,6,worry,layin in bed awake txtin my girl in vegas wishin i did not have to work and i was w her
3265,9,surprise,why am i awake
3266,0,hate,i am so damn hungry it is not even funny
3267,10,sadness,bigfanfriday 2day amp i go amp friggin loose 1 life sucks
3268,1,fun,leather shoes and bags are so hard to resist
3269,10,sadness,ihuntmidgets i just wish kimmikennedy would send a bruh a dm i will not be on til so i do not waste my erection on a bot
3270,5,relief,working on a newsletter but i would say i have got a writers block atm take a deep breath and get on with it girl
3271,7,neutral,geekgrrl i missed one
3272,6,worry,my mobile has stopped recieving text messages again stoooopid thing
3273,1,fun,storibook8 i see lol i will make it fun for you to follow me tomorrowi have to go to bed now
3274,6,worry,thecoffeewhore i am sowwy it sucks i know i have been there yay for half days though
3275,7,neutral,limeice awww dangness i cant wait to see the picture lime green elementswooot
3276,6,worry,chillin after a loooonnnggg day of basketball hella tired sleepy time zzzz
3277,6,worry,i think my ipod touch may be breaking itself
3278,8,empty,woe it is definitely no fun to travel first class with a bike you have to fight your way through 7 coaches til you reach your seat
3279,3,happiness,andyroddick at work at the mo and it is so sunny here today off to see a band tonight
3280,1,fun,i want to play parachute games
3281,0,hate,cynimarie ps there is such thing as having too much sushi bleeeeah
3282,7,neutral,home for the nite sleeping on the pull out bed with maggie wishing it was kyladurden i got to find a apt
3283,6,worry,mapsadaisical just tried dming you but it tried to download some strange file so stopped how come no gmail maccym missing you sads
3284,7,neutral,epic writing fail ew going to try and sleep
3285,6,worry,revision time biology exam monday
3286,7,neutral,jonpaulkaiser love the stuff he sell you should help this guy with his logo and shop it is kinda wordart
3287,6,worry,cutiemoet u think its fair k den i guess m wrng still i feel its not at all fair
3288,9,surprise,endlessly fascinated by the dual engine monitor in this cab then it reminds me of sustainability fail sorry next gen
3289,3,happiness,such a nice dayand we are all working
3290,0,hate,what a gorgeous day and i am going to be stuck in a lab for the next 9 hours or so
3291,10,sadness,wrong liesboystell your the only one i love they really have several women httptinyurlcomnl6pct
3292,5,relief,shelbyrayne no im doing it in the morning lol i know i havent slept at all
3293,7,neutral,johncleese mc john sim posit 3 yr passed no softees stranded without warren tea out tech spec kaching
3294,7,neutral,reynoldsx all three are in the first 2 weeks of june for me
3295,8,empty,chrisontv88 i had a joke for you but it is too long to tweet
3296,12,love,i was glorious at 650 when i went outside so why has it gone cold and cloudy now
3297,10,sadness,felt like crap behaved like my son ate to compensate pigged out on homeroasted sugar almonds painful tum threw up still feel sick
3298,10,sadness,right so richard marxs right here waiting is really making me feel nauseatingly sad
3299,6,worry,ugh my neck really hurts i am out aquatards xox
3300,7,neutral,sarahies this week has dragged a bit for me too have an essay to write about the seaside then im seeing eddie izzard tonight x
3301,10,sadness,captblackeagle miss you captain
3302,6,worry,lickitgood den fell asleep on me
3303,7,neutral,woke up
3304,6,worry,httpbitly1052x1 do want i need a ps3 soon
3305,6,worry,dentist in less than 2 hours arrgghh i like my teeth the way they are except for the toothache but that is a minor quibble
3306,10,sadness,knightonline booooo at least give us what the mantanence is for we have waited this long can we have hints clues or full detail pls
3307,10,sadness,ready 4 the weekend yay me even though once its over im the lucky person that gets to work 10 days in a row till i get another one off
3308,10,sadness,b4dm1n7on i heard that you can not make it
3309,10,sadness,at school it is so boring
3310,6,worry,aw i am gonna miss my old username nick jonas shontelle layne and sean kingston replied to my old username i am gonna start all over
3311,5,relief,jradc awwwgnight haha
3312,7,neutral,ibood down
3313,6,worry,i am so worried about my sisters guinea pig i hope stalin makes it through tonight you can do it baby
3314,5,relief,adrenalynntoao hope you feel better if your alone we can talk until your ready to go to bedi am alone too
3315,10,sadness,its raining i hate rain going to shop and drink coffee all day
3316,7,neutral,so tired
3317,6,worry,else find this extremely unfair and unjust the people spoke about the mmj laws 10 years ago here and yet our voices are still not heard
3318,10,sadness,kinoflyhigh fuck i shouldnt have left
3319,6,worry,hey fused gaming fusedgaming forums have been delayed until 9pm pt12am et tonight sorry abean2007 live gt httpustream1ntp
3320,10,sadness,hmstill workin on my contracthmmi am feelin awful
3321,6,worry,the sun is wonderful but makes me feel incredibly fat the less clothes and more exposure thing today i diet again
3322,1,fun,what a beautiful day going to edit lisa maxwell interview from her last day at the bill now shame i can not see my laptop screen outside
3323,7,neutral,things are not just as easy and simple as they seem to be
3324,10,sadness,iamdiddy it is so sad that me and my roommate fry chicken just about every night 330 4 we just finished tonights batch
3325,6,worry,the sneezing begins
3326,3,happiness,good morning off to the gym i go
3327,10,sadness,girlx they are at the bottom of the thing and are not moving at all feels bad man
3328,12,love,i think i love a part of me saying some cynical words even though i smile when i say them do you think it is bad
3329,7,neutral,sdrb you have got to love fly tippers httptinyurlcommt4opc worst i have seen is a dead mule dumped on holmbury hill
3330,6,worry,it makes me when i see people replying to people that are only after followers and would never reply back
3331,7,neutral,nicers i am pretty sure my bum shape will still be imprinted there
3332,1,fun,ashetler i have totally been mia i know bad me
3333,6,worry,oh no that bird is back
3334,10,sadness,oowwwwhy do wisdom teeth hurt so much
3335,6,worry,isnt looking forward to going back to work 3 days off isnt long enough
3336,12,love,sexyskins miss you
3337,11,anger,drakesizzle if you do not want to come then do not come jeeeeez
3338,9,surprise,omg cat had a hairball awake now
3339,7,neutral,helena210 no one to rub it in
3340,6,worry,on my way to work i am runnin late and i am sooooo tired
3341,6,worry,ladybug8320 ooh work im afarid looking forward to a sunny weekeknd tho
3342,6,worry,theerealfdhc omg my regards to ur nephew i am sorry for ur loss
3343,7,neutral,mezandy me docreative
3344,7,neutral,bluecupcakes sometimes plugging it into 240 can fix problems
3345,9,surprise,omigoodness i feel like a popsicle
3346,0,hate,i am sick of waking up and feeling exhausted
3347,6,worry,my paradise fly catchers abandoned their nest they are starting again but it is gonna b tough
3348,8,empty,sittin here bored az hellnuffin 2 do at lyk 330 in da morning in monroelouisiana
3349,7,neutral,working now
3350,7,neutral,moodle intro training this morning ages since i have done that and only 2 bookings
3351,6,worry,dabobabo i can not believe this did they give you any reason
3352,7,neutral,but pennyessex humira is not right for everyone some respond better to enbrel ask your rheumy but not much longterm testing done
3353,6,worry,still ill how long must this go on meh meh stuck at home doing history revision til 1030am
3354,7,neutral,benno37 i have been subtly replacing it with quotpenetration testingquot when i see it but nobodys caught on yet
3355,6,worry,it is really hot now i have shorts on and plenty of factor 20 no fish caught yet they may be spawning
3356,10,sadness,gleeding need a tickettttt gah ya you have got me on there reason346 have not listened to dear elliott for a few weeksoverdue
3357,10,sadness,i can not sleep epp someone is awake and it scared the crap outta me
3358,7,neutral,says headache httpplurkcompwydaf
3359,7,neutral,on a day like today i would wear shorts and tshirt but now i am at dhq it is office wear
3360,6,worry,one of these days i am going to delete something really important someone please restrict my access
3361,5,relief,just got up smoking a cig and drinking coffee i need to start working on my final project for the univ
3362,0,hate,hate this fucking cold i can not stop sneezing and claratyne only works for an hr or 2
3363,6,worry,yoitseileen and webless starting the day after that homeless
3364,6,worry,just seen 1 of the fat single mums from up the road quotseductivelyquot sprawled across some poor blokes bonnet he probably needs new shockers
3365,7,neutral,hasin my bad
3366,7,neutral,vxpresxv aww me too
3367,6,worry,cannot go cannot refused to feel the pain
3368,3,happiness,ah so nice to be back on bike commute although three days off and my what google sez are called my quadriceps literally screaming gah
3369,3,happiness,iamiadam hes away longer then me im only away for a few hours
3370,6,worry,shomariw lol pr is america lmao he dont like me theres nothing i can do
3371,6,worry,i was hoping abc will pick up quotking of the hillquot but they said no
3372,6,worry,my poor andrew just had 2 of his wisdom teeth removed i wish he will get better fast
3373,7,neutral,wanting to nap but if i sleep i might not wake up before kyle gets here and sooo hungry
3374,6,worry,did not sleep a wink last night x
3375,7,neutral,myinkyfingersau i can not take it
3376,10,sadness,beautiful day and im working leaving now so i can get some sun though
3377,8,empty,donniewahlberg lol i wos gona send mine in bt i was too late xx
3378,9,surprise,ariannahalshaw oh no
3379,6,worry,went to bed last night with the feeling of a migraine coming and woke up feeling worse
3380,7,neutral,cashflow forecasts are fun but big red numbers are not
3381,6,worry,today is my last day of high school most things i do today will be my last time doing them pure craziness
3382,12,love,truestepper other people have their glasgow ones standing and seats for all nights
3383,1,fun,djironik hmmwell it aint that hot in hull lol xx
3384,10,sadness,skateramps omfg whyyyyyy not that sucks and r18 wtf tai getcho asses down here
3385,2,enthusiasm,im going to work
3386,10,sadness,i got a new high speed machine stuffed with latest technology for development in office but it z crashed now
3387,6,worry,bob dylan it aint me babe important day today tell you guys more later off to work iim late
3388,10,sadness,kateesslemont i tried and failed
3389,10,sadness,elena left this morning nine months spent living with her and now it will probably be about 2 years till i see her again hmph
3390,10,sadness,wiccawise21 we are idiots ok mostly i was skint but hell i could have done something
3391,1,fun,just found out my kitty is not pregnant its a good thing though we are going to adopt one instead
3392,7,neutral,on my way home in the sunshine with a bag full of my stuff from work
3393,6,worry,forced myself out of bed this morning but failed to cycle in damn
3394,10,sadness,i was sleeping soo good but just woke up like 10 mins ago n got sick not feeling so great i wanna go back to sleep but i am wide awake
3395,10,sadness,happy greys day everyone oh i miss greys
3396,7,neutral,i wish i can go to two different schools at the same time
3397,6,worry,we will be moving from a strength to a hypertrophy phase for chest back shoulders and arms for the next few weeks legs will stay behind
3398,6,worry,jerk josh did not even come meet me im thinking of a number guess
3399,6,worry,i am not happy at all
3400,6,worry,im regretting the alcohol i consumed last night my head
3401,7,neutral,httptwitpiccom6698b clean
3402,6,worry,bloody servers are down at work for at least 3 hours want to go home now
3403,0,hate,in the mailbox already for 2 hours
3404,6,worry,courtneysit hey are you quiet today or is it mework was nuts todayno tweeting time
3405,7,neutral,trishastewart ooh do not like horseradish any alternatives
3406,5,relief,feeling a little under the weather today got a funny tummy however the sun is shining and i am at home yay
3407,6,worry,is in the badbooks again do not know why i bother
3408,6,worry,mrtrev hug yep i hate that meself
3409,7,neutral,odbod yeah it is the ford focus titanium you only get the helicopter add on with the topend luxury models unfortunately
3410,6,worry,in kl now took wrong turn after sg besi now jam in city center
3411,10,sadness,im so hungry and i have nothing to eat
3412,0,hate,jeremythexiv i take it you are not a fan
3413,6,worry,that was a and it is because i missed too many leg sessions recently
3414,10,sadness,oooh battlestar galactica is on the other channel it is the rebellion episode man i feel so sad about what became of gaeta i liked him
3415,6,worry,epmorgan i can not even do that not good
3416,6,worry,eughhhh feels really ill today headache bunged up and a sore throat hayfever
3417,6,worry,will not be going to the oxford internet institute sunner doctoral programme in brisbane lack of funding
3418,7,neutral,jackalltimelow wish you we are coming to perth
3419,10,sadness,ijoostin not so good i think that is my fault though did not use buttermilk recipe was on back of the flour
3420,7,neutral,damevegas am alive but at work finish at 1300 sun is out
3421,6,worry,rookiepaul that doesnt sound like a good situation
3422,8,empty,headed to the hospital i can not take the pain anymore
3423,6,worry,steamsmyclams adalrymple i am not a big fan of costa i ended up going to eat as they have one outside our office
3424,6,worry,absolutely boiling got factor 50 on must not turn orange must not look like oompa lumpa my left shoulder is burnt from yesterday
3425,6,worry,waiting for the bus the bus is going to be uncomfortably hot i bet
3426,7,neutral,should be going nfg tonight
3427,6,worry,imnothelz oh that can not be nice
3428,10,sadness,kirstyl i got excited when i thought that exhibit was in sydney but it is not
3429,0,hate,lordofleisure will have to it is only across the water and all just damned expensive
3430,7,neutral,it is cause you give me a reason to assume httptweetsg
3431,9,surprise,so during that whole whole addiction talk with my brother and that ladyi broke down and couldnt help but cry
3432,6,worry,wish someone would by my 90mm mamiya mf lens needs the money
3433,10,sadness,just got bullied by dillah help
3434,0,hate,i can not studyyyyyyyyyyyyyyyyyyyyyyyyy i have an exam tom
3435,9,surprise,damjust finished watching prison break the final breakomg i dont think i have cried so hard for a showfinally understand the finale
3436,7,neutral,up and about to do my hairugh i dont want to go to work today
3437,6,worry,slept 7pmalmost 10pm did not fall asleep again until 3am got back up at 5am aw school
3438,7,neutral,mayhemstyle well i live in ohio but heres our california parks httptinyurlcomnmr7pc
3439,10,sadness,dam just finished watching prison break the final breakomg i dont think i have cried so hard for a showfinally understand the finale
3440,6,worry,princessi have to pack up my house today butineedhelp
3441,6,worry,will not be going to the oxford internet institute summer doctoral programme in brisbane lack of funding
3442,12,love,effyobie lol dood i love you and miss you
3443,7,neutral,seems like i am the only person over here doing postal voting for the upcoming election been there already twice to get the documents
3444,6,worry,is still waiting
3445,9,surprise,if someone hadve told me things would get this hardi would never have done it
3446,6,worry,i want to see my friends mindless fun no work all play all drunk all walwal all being mean to each other and sleeping in one bed
3447,7,neutral,signed up for broadband today could take 46 weeks
3448,6,worry,i failed my maths exam today fxxxmylife
3449,7,neutral,nhn c bonus ri chc ch b vo khon unpaid leave
3450,10,sadness,afaik a little sad that croccos is no longer available for salsa wed nights bummerienjoyed going there wed nights
3451,0,hate,i know i was wrong maybe i shouldnt did all of those fuckin things like that
3452,9,surprise,omg it is julys last day
3453,6,worry,cross country was todayhmmphh my feet hurt
3454,7,neutral,bacon fail ended up with a commiseration muffin
3455,10,sadness,irrationallogic yeah daw awww wear a mask na
3456,1,fun,working at home wifi not reaching the garden
3457,12,love,impalaguy maybe we will meet later again my friend would luv too im still at the office and have a lot of work
3458,6,worry,was doing a hard copy doc reviewwhile writing comments realized ve forgotten writing ie on papercan hardly recognize or read it back
3459,6,worry,quotsometime around midnightquot by the airborne toxic event literally cannot escape it fml
3460,6,worry,my cold now seems to me settling on my chest worried i am sounding like a typical man with flu
3461,12,love,taylame3 id poke uon face book but u dont have 1 lol
3462,10,sadness,enjoying the sun with a heavy heart no depeche this weekend no spending time with the man i love too double gutted
3463,8,empty,timwhitlock err you can turn on optimized jscss amp caching once we deploy the thing but i hear what you are saying
3464,10,sadness,has a headache wants to go out but does not think it is worth it maybe i do not know
3465,6,worry,stranded delhi airport flight delayed
3466,6,worry,will b having my last v tomorow will have2live off of apples n not caffeine n have2cut down on chocolate bye bye chocy
3467,9,surprise,omg it is julys last day muchachomalo
3468,10,sadness,is sitting alone in a very quiet house
3469,6,worry,has that sinking feeling that it is all about to go tts upbracing myself for the comedown
3470,6,worry,is having brain blockage in musical thoughts
3471,0,hate,hey now that i am on a roll everybody in twitterville is sleeping grrr i never win httpmylocme1y2j
3472,6,worry,can not sleep clowns will eat me
3473,1,fun,goin 2 eat some smacks 4 breakfast then getting started on my day catch ya on the flipside i really wish i cud go mobiledang bahrain
3474,7,neutral,deabarnes why
3475,0,hate,sick sick sick this sucks i can not even breathe properly
3476,6,worry,it is far too sticky hot today i do wish my cars air conditioning worked
3477,6,worry,aaaa i need to work today why cant i ever get the weekends off it makes me want to cry
3478,7,neutral,atlumschema thank you need to pass my test first
3479,9,surprise,pntbtrkisses what that is horrible to purposely write about it to a bunny is just mean amp cruel not to mention just plain tacky
3480,6,worry,filanfurball sorry bout 2day bloody typicalgoin 4 a laydown now feel sick againooo this not nice x
3481,10,sadness,i am up getting ready for skill can not wait to fail my bio final yay ugh honor classes suckkkk
3482,1,fun,moyo88 oh no i woke up accidentally how can we get you to fall asleep should i scare you with p2 or p3 stories jk
3483,10,sadness,the doggy is sad cheer up jessie
3484,10,sadness,paulshadwell thanks for trying done just that and no good if i can not fathom it i will take it to apple store sigh
3485,7,neutral,kaneth yeah we could not get there today was the showreel playing
3486,7,neutral,pickassoreborn thanks now its going to rain all weekend
3487,10,sadness,im sick and sad its cold
3488,5,relief,just finished work nd now waiting in the freezing cold drinking a mango magic haha fail tt mama wheree are yu i am cold
3489,7,neutral,good morningafternoonnight to allstudying as usual
3490,0,hate,sick of having constant bad dreams grr
3491,6,worry,epiczorzpeep count yourself lucky i was gonna say the other word insteadand rsvpsorry i cant come to ur birthdayday
3492,7,neutral,sazzzle my forehead is starting to peel not impressed
3493,8,empty,ugh 2 days whatever to somewhere
3494,6,worry,is feeling like he has a bad flu yes bad flu
3495,6,worry,ohhh only a bit of time left to have an account on the forums i do hope i get to be a leader some day
3496,6,worry,i wish i could of been at commencement this yr i wonder if they are really going to protest
3497,6,worry,i would join you shopping but i have work all weekend six degrees of seperation is confsuing
3498,6,worry,is not singing oh what a beautiful day though it is from the musical oklahoma due to insomnia and a lot of noise outside motelroom
3499,6,worry,why am i limited to only being able to sync with 1 ms exchange account on iphone same goes for outlook why can not i have more lame
3500,10,sadness,it is a beautiful day outside today shame i am stuck in the office with the blinds shut to stop glare
3501,7,neutral,chunghow3 prolly e71 i can not think of anything else and i am unfortunately not a singtel customer
3502,0,hate,jenniferlai7 what can you say about jayki am pretty pissed at pretty much everything right now
3503,7,neutral,tired of hearing stories about everybody going to ibiza
3504,6,worry,quwanaisnotmynm no the love of my life is so i guess now im definately shooting for good
3505,12,love,aaaagh aircon not working in my office
3506,6,worry,sofiacoyiuto my macs hard drive crashed then i brought it to powermac they could not recover the files no back up
3507,3,happiness,ipat143 hmm idk that song
3508,10,sadness,why am i always the one on time they are always late i wanna sleep i miss mere
3509,10,sadness,redmummy and it is such glorious weather too poor you
3510,6,worry,so sick gtlt feeling shitty whole body aching hope i get well before boo boos grad show sighs
3511,10,sadness,never has a 2pm finish looked so enjoyable pity i am teetotal for another week
3512,6,worry,doing accounts revision boo
3513,10,sadness,wide awake and grouchy as fuck
3514,2,enthusiasm,i miss justin timberlakes voice i want him to make new album again
3515,11,anger,supernatural more demon sam i need it to numb the pain xxx
3516,10,sadness,i keep coughing my guts up
3517,6,worry,why am i limited to only being able to sync with 1 ms exchange account on iphone same goes for outlook why httpbitlyetb8h
3518,6,worry,really wish i could see dave from reemerband again missing him already
3519,6,worry,its so hot here
3520,7,neutral,needs 1000 words for 502 part 2 then freedom until another few assignments and exams
3521,7,neutral,fladdermusa
3522,10,sadness,lucyburchell sorry we did not get a chance to chat at screengrab09 caught glimpse of you across room but was dragged home prematurely
3523,10,sadness,torilovesbradie last thursday or yesterday that sucks i missed it was it at lunch time ox
3524,7,neutral,totally just skid all over the road
3525,8,empty,donniewahlberg and now i have to shut computer down and get ready to go home from workwhat a bummer
3526,9,surprise,getting stressed over a sortie tomorrow and like i am really really stress
3527,6,worry,tvxquknow i feel tired of my work cheer for me please
3528,10,sadness,pntbtrkisses i agree with dogcrazy it is not worth it block them amp let twitter police know about harrassment
3529,9,surprise,sadly brother told me there are no skateparks where he lives bummer
3530,10,sadness,dannymasterson miss you in that 70s show
3531,10,sadness,home alone and no one left me any gummy bears
3532,6,worry,feels guility sorry bout that httpplurkcompwyqow
3533,6,worry,woke up at 830amnow 1030am and no clue what to do
3534,7,neutral,thesims3 well us brits have to wait a few more days for it i thought it was all gonna realized at once i guess it is worth the wait
3535,6,worry,tomorrow will be my last day in work how sad bye ange
3536,10,sadness,why did i agree to work on this gorgeous day
3537,6,worry,uhh i wish someone would include me in their follow friday would be great to get more followers
3538,7,neutral,waiting for landlord to come see about our shower
3539,7,neutral,beckykingston i do not think i have ever tried peanut butter on toast
3540,10,sadness,sixjaw i can so sympathise with that
3541,10,sadness,wished didnt spend money last night
3542,6,worry,what i just missed home away nooooooooo
3543,12,love,baby alex i miss you ilylt3 good nightlt3
3544,12,love,japan is treating me good as of nowdont know how long
3545,3,happiness,morning world the sun seems to have gone away maybe to majorca or some other popular tourist spot hope it comes back soon
3546,6,worry,will miss jay leno
3547,10,sadness,supernatural httptwitpiccom6695k hhaha now i wanna cry too
